osa:4323962	Os01g0524400
osa:4332813	Os03g0345200; K02971 small subunit ribosomal protein S21e
osa:4332814	Os03g0345300
osa:4332815	Os03g0345700
osa:4332816	Os03g0346200
osa:4332817	Os03g0346500
osa:4332818	Os03g0346700
osa:4332819	Os03g0346800
osa:4332820	Os03g0346900
osa:4332822	Os03g0347200; K12882 nuclear cap-binding protein subunit 1
osa:4332823	Os03g0347300
osa:4332825	Os03g0347500; K15382 solute carrier family 50 (sugar transporter)
osa:4332827	Os03g0347700
osa:4332828	Os03g0347800; K01056 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
osa:4332831	Os03g0348200
osa:4332833	Os03g0348900; K10144 RING finger and CHY zinc finger domain-containing protein 1 [EC:6.3.2.19]
osa:4332834	Os03g0349000; K14309 nuclear pore complex protein Nup93
osa:4332836	Os03g0349200
osa:4332838	Os03g0349700
osa:4332839	Os03g0349800
osa:4332840	Os03g0350100; K14565 nucleolar protein 58
osa:4332841	Os03g0350300; K14565 nucleolar protein 58
osa:4332842	Os03g0351100
osa:4332843	Os03g0351200
osa:4332844	Os03g0351300
osa:4332845	Os03g0351400
osa:4332846	Os03g0351500; K04565 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
osa:4332848	Os03g0351700
osa:4332849	Os03g0351800; K11982 E3 ubiquitin-protein ligase RNF115/126 [EC:6.3.2.19]
osa:4332850	Os03g0352200
osa:4332851	Os03g0352300; K14564 nucleolar protein 56
osa:4332852	Os03g0352400; K14537 nuclear GTP-binding protein
osa:4332853	Os03g0352500
osa:4332854	Os03g0352800; K03955 NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]
osa:4332855	Os03g0353300
osa:4332856	Os03g0353400
osa:4332857	Os03g0353500; K14851 ribosomal RNA-processing protein 17
osa:4332858	Os03g0353600
osa:4332859	Os03g0353900
osa:4332860	Os03g0355100
osa:4332861	Os03g0355200; K12662 U4/U6 small nuclear ribonucleoprotein PRP4
osa:4332862	Os03g0355300
osa:4332863	Os03g0355500
osa:4332864	Os03g0355600; K12392 AP-1 complex subunit beta-1
osa:4332865	Os03g0355700
osa:4332866	Os03g0355800; K00586 diphthine synthase [EC:2.1.1.98]
osa:4332867	Os03g0355900
osa:4332868	Os03g0356300; K02933 large subunit ribosomal protein L6
osa:4332869	Os03g0356700
osa:4332870	Os03g0356900; K10760 adenylate isopentenyltransferase (cytokinin synthase)
osa:4332873	Os03g0357500
osa:4332875	Os03g0358000
osa:4332876	Os03g0358100; K00432 glutathione peroxidase [EC:1.11.1.9]
osa:4332877	Os03g0358200
osa:4332878	Os03g0358700
osa:4332879	Os03g0358800
osa:4332880	Os03g0359000
osa:4332883	Os03g0359600
osa:4332884	Os03g0359700
osa:4332886	Os03g0360500
osa:4332887	Os03g0360600; K15032 mTERF domain-containing protein, mitochondrial
osa:4332888	Os03g0360700
osa:4332889	Os03g0361100
osa:4332893	Os03g0361500
osa:4332894	Os03g0362200
osa:4332895	Os03g0362500
osa:4332896	Os03g0363100
osa:4332899	Os03g0363400; K06940
osa:4332900	Os03g0363500
osa:4332901	Os03g0363600
osa:4332902	Os03g0363700
osa:4332903	Os03g0363800; K12900 FUS-interacting serine-arginine-rich protein 1
osa:4332904	Os03g0363900
osa:4332905	Os03g0364000
osa:4332906	Os03g0364400
osa:4332907	Os03g0364500
osa:4332908	Os03g0364700
osa:4332910	Os03g0365800
osa:4332911	Os03g0365900
osa:4332912	Os03g0366000; K04078 chaperonin GroES
osa:4332913	Os03g0366100
osa:4332914	Os03g0366200
osa:4332916	Os03g0366700
osa:4332917	Os03g0366900
osa:4332918	Os03g0367000
osa:4332919	Os03g0367200
osa:4332920	Os03g0367800; K11663 zinc finger HIT domain-containing protein 1
osa:4332921	Os03g0367900; K01304 pyroglutamyl-peptidase [EC:3.4.19.3]
osa:4332922	Os03g0368000
osa:4332923	Os03g0368300
osa:4332924	Os03g0368600
osa:4332925	Os03g0368900; K00430 peroxidase [EC:1.11.1.7]
osa:4332926	Os03g0369000
osa:4332927	Os03g0369100
osa:4332928	Os03g0369200; K00430 peroxidase [EC:1.11.1.7]
osa:4332929	Os03g0369400
osa:4332930	Os03g0369700
osa:4332931	Os03g0369800; K08494 novel plant SNARE
osa:4332932	Os03g0370000
osa:4332933	Os03g0370200
osa:4332934	Os03g0370400
osa:4332935	Os03g0370500; K11131 H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]
osa:4332936	Os03g0370600
osa:4332937	Os03g0370900
osa:4332938	Os03g0371000
osa:4332940	Os03g0371400
osa:4332941	Os03g0372500
osa:4332942	Os03g0372700; K14798 protein LTV1
osa:4332943	Os03g0372900
osa:4332944	Os03g0373100
osa:4332945	Os03g0373300
osa:4332946	Os03g0373500
osa:4332947	Os03g0374100
osa:4332948	Os03g0374400
osa:4332950	Os03g0374600
osa:4332951	Os03g0374900
osa:4332952	Os03g0375100
osa:4332954	Os03g0375900
osa:4332955	Os03g0376000
osa:4332956	Os03g0376100; K01739 cystathionine gamma-synthase [EC:2.5.1.48]
osa:4332957	Os03g0376600
osa:4332959	Os03g0376800; K13162 poly(rC)-binding protein 2/3/4
osa:4332960	Os03g0376900; K14948 olypyrimidine tract-binding protein 2
osa:4332961	Os03g0377100
osa:4332963	Os03g0377400
osa:4332965	Os03g0377600
osa:4332966	Os03g0377700
osa:4332967	Os03g0378000; K01510 apyrase [EC:3.6.1.5]
osa:4332969	Os03g0378200; K05283 phosphatidylinositol glycan, class W [EC:2.3.-.-]
osa:4332971	Os03g0379100
osa:4332972	Os03g0379300
osa:4332973	Os03g0379400
osa:4332974	Os03g0379500; K02997 small subunit ribosomal protein S9e
osa:4332976	Os03g0381000; K01785 aldose 1-epimerase [EC:5.1.3.3]
osa:4332977	Os03g0381100; K01855 tRNA pseudouridine38/39 synthase [EC:5.4.99.45]
osa:4332978	Os03g0381200; K10365 capping protein (actin filament) muscle Z-line, beta
osa:4332979	Os03g0381300
osa:4332980	Os03g0381500
osa:4332981	Os03g0382100
osa:4332983	Os03g0383100
osa:4332986	Os03g0383600
osa:4332988	Os03g0383800; K12875 apoptotic chromatin condensation inducer in the nucleus
osa:4332989	Os03g0383900
osa:4332991	Os03g0384900
osa:4332993	Os03g0385400
osa:4332994	Os03g0385900; K02948 small subunit ribosomal protein S11
osa:4332995	Os03g0386000
osa:4332996	Os03g0386500; K01087 trehalose 6-phosphate phosphatase [EC:3.1.3.12]
osa:4332997	Os03g0386600
osa:4332998	Os03g0386800; K16297 serine carboxypeptidase-like clade II [EC:3.4.16.-]
osa:4332999	Os03g0387000; K12874 intron-binding protein aquarius
osa:4333000	Os03g0387100; K02726 20S proteasome subunit alpha 2 [EC:3.4.25.1]
osa:4333001	Os03g0387300
osa:4333003	Os03g0387800
osa:4333004	Os03g0387900
osa:4333005	Os03g0388000; K12891 splicing factor, arginine/serine-rich 2
osa:4333006	Os03g0388100
osa:4333007	Os03g0388500
osa:4333008	Os03g0388800
osa:4333009	Os03g0388900
osa:4333010	Os03g0389000
osa:4333011	Os03g0389100
osa:4333012	Os03g0389400
osa:4333014	Os03g0389700; K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
osa:4333015	Os03g0389900
osa:4333016	Os03g0390000; K02991 small subunit ribosomal protein S6e
osa:4333017	Os03g0390200; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
osa:4333018	Os03g0390400; K02267 cytochrome c oxidase subunit 6b
osa:4333019	Os03g0390600; K11253 histone H3
osa:4333020	Os03g0390700; K13484 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.-]
osa:4333021	Os03g0390900
osa:4333022	Os03g0391000; K08342 autophagy-related protein 4 [EC:3.4.22.-]
osa:4333023	Os03g0391300
osa:4333024	Os03g0391400
osa:4333025	Os03g0391700
osa:4333026	Os03g0392300; K07952 ADP-ribosylation factor related protein 1
osa:4333027	Os03g0392400
osa:4333028	Os03g0392600; K09646 serine carboxypeptidase 1 [EC:3.4.16.-]
osa:4333030	Os03g0393900
osa:4333031	Os03g0394800
osa:4333032	Os03g0394900
osa:4333033	Os03g0395000
osa:4333035	Os03g0395300
osa:4333036	Os03g0395600
osa:4333037	Os03g0395700
osa:4333039	Os03g0396000
osa:4333040	Os03g0396200
osa:4333042	Os03g0396900; K14292 trimethylguanosine synthase [EC:2.1.1.-]
osa:4333043	Os03g0397300
osa:4333044	Os03g0397400; K07300 Ca2+:H+ antiporter
osa:4333045	Os03g0397500; K12816 pre-mRNA-processing factor 17
osa:4333048	Os03g0398900
osa:4333049	Os03g0399000
osa:4333050	Os03g0399400
osa:4333051	Os03g0399500; K00921 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
osa:4333052	Os03g0399600
osa:4333054	Os03g0399800
osa:4333055	Os03g0399900
osa:4333056	Os03g0400200
osa:4333057	Os03g0400600
osa:4333058	Os03g0400700
osa:4333060	Os03g0401100
osa:4333061	Os03g0401200
osa:4333062	Os03g0401300; K00695 sucrose synthase [EC:2.4.1.13]
osa:4333064	Os03g0402000
osa:4333065	Os03g0402800; K13464 jasmonate ZIM domain-containing protein
osa:4333066	Os03g0403100; K03021 DNA-directed RNA polymerase III subunit RPC2 [EC:2.7.7.6]
osa:4333067	Os03g0403400
osa:4333068	Os03g0403600
osa:4333070	Os03g0404800
osa:4333071	Os03g0405000; K07748 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
osa:4333072	Os03g0405100
osa:4333075	Os03g0405500
osa:4333077	Os03g0405900
osa:4333078	Os03g0406100
osa:4333079	Os03g0406200; K03232 elongation factor 1-beta
osa:4333080	Os03g0406900
osa:4333081	Os03g0407000
osa:4333082	Os03g0407900
osa:4333083	Os03g0408300; K02900 large subunit ribosomal protein L27Ae
osa:4333084	Os03g0408500; K03133 transcription initiation factor TFIID subunit 9B
osa:4333085	Os03g0409100
osa:4333086	Os03g0409400; K06685 MOB kinase activator 1
osa:4333088	Os03g0410000; K09422 myb proto-oncogene protein, plant
osa:4333089	Os03g0410100; K08592 sentrin-specific protease 1 [EC:3.4.22.68]
osa:4333090	Os03g0410300
osa:4333091	Os03g0410700
osa:4333092	Os03g0410900; K11099 small nuclear ribonucleoprotein G
osa:4333093	Os03g0411000
osa:4333094	Os03g0411100; K08064 nuclear transcription factor Y, alpha
osa:4333095	Os03g0411300
osa:4333096	Os03g0411500; K01358 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
osa:4333097	Os03g0411600
osa:4333098	Os03g0411800; K14709 solute carrier family 39 (zinc transporter), member 1/2/3
osa:4333099	Os03g0411900
osa:4333100	Os03g0412200
osa:4333101	Os03g0412300
osa:4333102	Os03g0412400
osa:4333103	Os03g0412800; K00036 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49]
osa:4333105	Os03g0413000
osa:4333106	Os03g0413100
osa:4333107	Os03g0413400; K13648 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
osa:4333108	Os03g0414100
osa:4333109	Os03g0414400
osa:4333110	Os03g0414900
osa:4333112	Os03g0415200
osa:4333113	Os03g0415500
osa:4333114	Os03g0416200
osa:4333115	Os03g0416300
osa:4333116	Os03g0416400
osa:4333117	Os03g0416500; K01057 6-phosphogluconolactonase [EC:3.1.1.31]
osa:4333118	Os03g0417700; K00517 [EC:1.14.-.-]
osa:4333120	Os03g0417900
osa:4333121	Os03g0418000
osa:4333123	Os03g0418600
osa:4333124	Os03g0418700
osa:4333125	Os03g0418800
osa:4333126	Os03g0419100
osa:4333130	Os03g0421000
osa:4333131	Os03g0421400
osa:4333132	Os03g0421500
osa:4333134	Os03g0421800
osa:4333138	Os03g0422200
osa:4333139	Os03g0422300
osa:4333140	Os03g0422600
osa:4333141	Os03g0422800
osa:4333142	Os03g0423000
osa:4333143	Os03g0423200; K07441 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
osa:4333144	Os03g0423300; K03921 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
osa:4333145	Os03g0423800
osa:4333146	Os03g0424000
osa:4333147	Os03g0424200
osa:4333148	Os03g0424500; K02966 small subunit ribosomal protein S19e
osa:4333149	Os03g0424600
osa:4333150	Os03g0424800; K02966 small subunit ribosomal protein S19e
osa:4333151	Os03g0425000
osa:4333152	Os03g0425100
osa:4333153	Os03g0425200
osa:4333156	Os03g0425600; K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
osa:4333157	Os03g0425800
osa:4333158	Os03g0425900
osa:4333159	Os03g0426300
osa:4333160	Os03g0426800
osa:4333161	Os03g0426900; K03695 ATP-dependent Clp protease ATP-binding subunit ClpB
osa:4333162	Os03g0427000
osa:4333163	Os03g0427100
osa:4333164	Os03g0427300
osa:4333165	Os03g0427900; K10597 ubiquitin conjugation factor E4 B [EC:6.3.2.19]
osa:4333167	Os03g0428200
osa:4333168	Os03g0428700
osa:4333169	Os03g0428800
osa:4333170	Os03g0429000
osa:4333171	Os03g0429800; K00106 xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]
osa:4333173	Os03g0430000
osa:4333174	Os03g0430400; K15601 lysine-specific demethylase 3 [EC:1.14.11.-]
osa:4333175	Os03g0430500
osa:4333176	Os03g0431100
osa:4333177	Os03g0431200; K14682 amino-acid N-acetyltransferase [EC:2.3.1.1]
osa:4333178	Os03g0431500
osa:4333181	Os03g0432100; K01006 pyruvate,orthophosphate dikinase [EC:2.7.9.1]
osa:4333183	Os03g0432900
osa:4333184	Os03g0434400; K06998
osa:4333185	Os03g0434500
osa:4333187	Os03g0434800
osa:4333188	Os03g0435200
osa:4333189	Os03g0435300
osa:4333190	Os03g0435900
osa:4333192	Os03g0436300
osa:4333193	Os03g0436400
osa:4333194	Os03g0436500
osa:4333195	Os03g0436600
osa:4333196	Os03g0437100
osa:4333197	Os03g0437200
osa:4333199	Os03g0437600
osa:4333200	Os03g0438000
osa:4333201	Os03g0438100; K10525 allene oxide cyclase [EC:5.3.99.6]
osa:4333202	Os03g0438200
osa:4333205	Os03g0438900
osa:4333206	Os03g0439000
osa:4333207	Os03g0439300
osa:4333208	Os03g0439500
osa:4333209	Os03g0439700
osa:4333210	Os03g0439800
osa:4333211	Os03g0439900
osa:4333212	Os03g0440200; K10706 senataxin [EC:3.6.4.-]
osa:4333213	Os03g0440900
osa:4333214	Os03g0441000; K03129 transcription initiation factor TFIID subunit 4
osa:4333215	Os03g0441400
osa:4333216	Os03g0441500; K06184 ATP-binding cassette, subfamily F, member 1
osa:4333218	Os03g0441700
osa:4333220	Os03g0442900
osa:4333224	Os03g0444800
osa:4333225	Os03g0444900
osa:4333227	Os03g0445700
osa:4333229	Os03g0448500
osa:4333230	Os03g0448600; K02180 cell cycle arrest protein BUB3
osa:4333231	Os03g0448700
osa:4333232	Os03g0449200; K11593 eukaryotic translation initiation factor 2C
osa:4333233	Os03g0452300; K02988 small subunit ribosomal protein S5
osa:4333234	Os03g0453800
osa:4333235	Os03g0454100
osa:4333236	Os03g0454300
osa:4333239	Os03g0556500
osa:4333240	Os03g0556600
osa:4333241	Os03g0556900
osa:4333242	Os03g0558000
osa:4333244	Os03g0558700
osa:4333246	Os03g0559700
osa:4333248	Os03g0560000
osa:4333254	Os03g0562000
osa:4333255	Os03g0562200
osa:4333256	Os03g0562400
osa:4333257	Os03g0563100
osa:4333259	Os03g0563300; K03405 magnesium chelatase subunit I [EC:6.6.1.1]
osa:4333260	Os03g0563400
osa:4333262	Os03g0563600
osa:4333263	Os03g0564200
osa:4333264	Os03g0564600
osa:4333265	Os03g0565100; K12669 oligosaccharyltransferase complex subunit gamma
osa:4333266	Os03g0565200
osa:4333267	Os03g0565300
osa:4333268	Os03g0565500; K02355 elongation factor G
osa:4333271	Os03g0566500; K15191 La-related protein 7
osa:4333272	Os03g0566600
osa:4333273	Os03g0566800; K13025 ATP-dependent RNA helicase [EC:3.6.4.13]
osa:4333274	Os03g0567100
osa:4333275	Os03g0567600
osa:4333277	Os03g0568500
osa:4333278	Os03g0568600
osa:4333279	Os03g0568800
osa:4333280	Os03g0568900
osa:4333281	Os03g0569000
osa:4333282	Os03g0569800
osa:4333283	Os03g0569900
osa:4333284	Os03g0570100
osa:4333285	Os03g0570200
osa:4333286	Os03g0570300; K13102 DNA/RNA-binding protein KIN17
osa:4333287	Os03g0570800; K03327 multidrug resistance protein, MATE family
osa:4333288	Os03g0571700
osa:4333289	Os03g0571900
osa:4333290	Os03g0572300; K12185 ESCRT-I complex subunit VPS37
osa:4333291	Os03g0572900; K03327 multidrug resistance protein, MATE family
osa:4333292	Os03g0573500
osa:4333293	Os03g0573600
osa:4333294	Os03g0574300
osa:4333295	Os03g0574600
osa:4333296	Os03g0574900
osa:4333298	Os03g0575200
osa:4333299	Os03g0575500
osa:4333300	Os03g0575700
osa:4333302	Os03g0576100
osa:4333303	Os03g0576400; K03036 26S proteasome regulatory subunit N6
osa:4333304	Os03g0576500
osa:4333305	Os03g0576600; K08762 diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
osa:4333306	Os03g0576700; K02873 large subunit ribosomal protein L13e
osa:4333307	Os03g0576900
osa:4333308	Os03g0577000; K02985 small subunit ribosomal protein S3e
osa:4333309	Os03g0577100; K11548 kinetochore protein Nuf2
osa:4333310	Os03g0577200; K06685 MOB kinase activator 1
osa:4333311	Os03g0577300
osa:4333312	Os03g0577500
osa:4333313	Os03g0578200
osa:4333315	Os03g0578900; K09422 myb proto-oncogene protein, plant
osa:4333316	Os03g0579000
osa:4333317	Os03g0579300; K02885 large subunit ribosomal protein L19e
osa:4333318	Os03g0579800
osa:4333319	Os03g0579900
osa:4333320	Os03g0580200
osa:4333323	Os03g0580800
osa:4333324	Os03g0581100
osa:4333326	Os03g0581400
osa:4333327	Os03g0581600
osa:4333328	Os03g0581800
osa:4333329	Os03g0582000
osa:4333330	Os03g0582100
osa:4333331	Os03g0582200
osa:4333335	Os03g0583700; K11599 proteasome maturation protein
osa:4333336	Os03g0583800; K13348 protein Mpv17
osa:4333337	Os03g0583900; K11592 endoribonuclease Dicer [EC:3.1.26.-]
osa:4333338	Os03g0584300
osa:4333339	Os03g0584400
osa:4333340	Os03g0586300
osa:4333341	Os03g0586400
osa:4333342	Os03g0586500
osa:4333343	Os03g0586600; K03014 DNA-directed RNA polymerases I, II, and III subunit RPABC2
osa:4333344	Os03g0586700
osa:4333345	Os03g0586800; K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
osa:4333346	Os03g0586900
osa:4333347	Os03g0587000; K10047 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.-]
osa:4333348	Os03g0587100
osa:4333349	Os03g0587200; K10400 kinesin family member 15
osa:4333350	Os03g0588200
osa:4333351	Os03g0588600
osa:4333352	Os03g0588800
osa:4333353	Os03g0589300
osa:4333354	Os03g0589500
osa:4333357	Os03g0591000
osa:4333359	Os03g0592500; K08913 light-harvesting complex II chlorophyll a/b binding protein 2
osa:4333361	Os03g0593100
osa:4333362	Os03g0593200
osa:4333363	Os03g0593600
osa:4333365	Os03g0594100
osa:4333366	Os03g0594400
osa:4333367	Os03g0594700
osa:4333368	Os03g0594900
osa:4333369	Os03g0595200
osa:4333370	Os03g0595300
osa:4333371	Os03g0595600
osa:4333373	Os03g0596200
osa:4333375	Os03g0596400
osa:4333377	Os03g0596800
osa:4333378	Os03g0596900
osa:4333379	Os03g0597200
osa:4333380	Os03g0597400
osa:4333381	Os03g0597600; K13051 beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]
osa:4333383	Os03g0598100
osa:4333384	Os03g0598200; K14766 nucleolar protein 14
osa:4333385	Os03g0598600
osa:4333386	Os03g0598700
osa:4333387	Os03g0598800; K02877 large subunit ribosomal protein L15e
osa:4333388	Os03g0598900
osa:4333389	Os03g0599400
osa:4333390	Os03g0599500
osa:4333393	Os03g0599800; K13379 reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]
osa:4333394	Os03g0600400
osa:4333396	Os03g0601000
osa:4333397	Os03g0601100
osa:4333398	Os03g0601500
osa:4333399	Os03g0602300; K12640 cytochrome P450, family 85, subfamily A, polypeptide 2 (brassinosteroid-6-oxidase 2) [EC:1.14.-.-]
osa:4333402	Os03g0602600
osa:4333404	Os03g0603100
osa:4333405	Os03g0603300; K14649 transcription initiation factor TFIID subunit 8
osa:4333407	Os03g0603600; K01126 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
osa:4333410	Os03g0604200; K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
osa:4333411	Os03g0604600
osa:4333412	Os03g0604700
osa:4333413	Os03g0605300
osa:4333415	Os03g0606100
osa:4333416	Os03g0606200
osa:4333418	Os03g0607200
osa:4333420	Os03g0607400
osa:4333421	Os03g0607500
osa:4333422	Os03g0607600; K06627 cyclin A
osa:4333423	Os03g0607700
osa:4333424	Os03g0607800
osa:4333425	Os03g0608000
osa:4333426	Os03g0608600
osa:4333427	Os03g0608700
osa:4333428	Os03g0608800
osa:4333429	Os03g0609000
osa:4333430	Os03g0609500
osa:4333431	Os03g0609800
osa:4333432	Os03g0610400
osa:4333433	Os03g0610700; K13963 serpin B
osa:4333434	Os03g0610800; K13963 serpin B
osa:4333435	Os03g0610900; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
osa:4333437	Os03g0611200
osa:4333447	Os03g0615300
osa:4333450	Os03g0616300; K03511 DNA polymerase kappa [EC:2.7.7.7]
osa:4333451	Os03g0616400; K01537 Ca2+-transporting ATPase [EC:3.6.3.8]
osa:4333453	Os03g0616700
osa:4333455	Os03g0617500
osa:4333456	Os03g0617700
osa:4333457	Os03g0617800
osa:4333458	Os03g0617900; K00145 N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
osa:4333459	Os03g0618300
osa:4333461	Os03g0619100
osa:4333462	Os03g0619400; K09494 T-complex protein 1 subunit beta
osa:4333464	Os03g0619600
osa:4333466	Os03g0620400
osa:4333468	Os03g0620800
osa:4333470	Os03g0621400
osa:4333471	Os03g0621600
osa:4333472	Os03g0621700
osa:4333473	Os03g0622100
osa:4333474	Os03g0622200
osa:4333475	Os03g0622300
osa:4333477	Os03g0622500
osa:4333478	Os03g0622600
osa:4333479	Os03g0623100
osa:4333487	Os03g0624300
osa:4333488	Os03g0624600
osa:4333489	Os03g0624800
osa:4333490	Os03g0624900
osa:4333492	Os03g0625300
osa:4333493	Os03g0625700
osa:4333494	Os03g0625800; K11968 ariadne-1
osa:4333495	Os03g0625900; K14793 ribosomal RNA-processing protein 9
osa:4333496	Os03g0626100; K11968 ariadne-1
osa:4333499	Os03g0626500
osa:4333500	Os03g0626600
osa:4333501	Os03g0626700
osa:4333502	Os03g0626800
osa:4333505	Os03g0627500; K13162 poly(rC)-binding protein 2/3/4
osa:4333506	Os03g0628800
osa:4333507	Os03g0628900; K09550 prefoldin subunit 4
osa:4333508	Os03g0629800
osa:4333509	Os03g0629900
osa:4333510	Os03g0633400
osa:4333511	Os03g0633500
osa:4333512	Os03g0633800
osa:4333513	Os03g0633900
osa:4333514	Os03g0634000; K03116 sec-independent protein translocase protein TatA
osa:4333516	Os03g0634400
osa:4333518	Os03g0635100
osa:4333519	Os03g0635800
osa:4333520	Os03g0636600; K14011 UBX domain-containing protein 6
osa:4333521	Os03g0636700
osa:4333522	Os03g0636800; K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]
osa:4333524	Os03g0637600
osa:4333525	Os03g0637800; K00924 [EC:2.7.1.-]
osa:4333526	Os03g0637900
osa:4333527	Os03g0638000
osa:4333528	Os03g0638200
osa:4333532	Os03g0638900
osa:4333533	Os03g0639200
osa:4333535	Os03g0639400
osa:4333536	Os03g0639600
osa:4333537	Os03g0639700; K03553 recombination protein RecA
osa:4333538	Os03g0639800; K12191 charged multivesicular body protein 2A
osa:4333539	Os03g0640000
osa:4333540	Os03g0640100; K10752 histone-binding protein RBBP4
osa:4333541	Os03g0640200
osa:4333543	Os03g0640400
osa:4333544	Os03g0640800; K09338 homeobox-leucine zipper protein
osa:4333545	Os03g0641200
osa:4333547	Os03g0641500
osa:4333548	Os03g0641700
osa:4333549	Os03g0642200
osa:4333551	Os03g0642900
osa:4333552	Os03g0643100
osa:4333554	Os03g0643300; K00819 ornithine--oxo-acid transaminase [EC:2.6.1.13]
osa:4333555	Os03g0643700
osa:4333557	Os03g0644000; K08334 beclin 1
osa:4333560	Os03g0644400
osa:4333563	Os03g0645000
osa:4333564	Os03g0645100; K00162 pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]
osa:4333565	Os03g0645200; K03680 translation initiation factor eIF-2B subunit delta
osa:4333566	Os03g0645900; K09840 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
osa:4333567	Os03g0646100; K03531 cell division protein FtsZ
osa:4333568	Os03g0646200
osa:4333569	Os03g0646300; K05391 cyclic nucleotide gated channel, other eukaryote
osa:4333570	Os03g0646400
osa:4333571	Os03g0646800; K03010 DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]
osa:4333573	Os03g0647400
osa:4333574	Os03g0647500; K14539 large subunit GTPase 1 [EC:3.6.1.-]
osa:4333575	Os03g0647600; K08064 nuclear transcription factor Y, alpha
osa:4333576	Os03g0647800
osa:4333577	Os03g0648100
osa:4333578	Os03g0648200
osa:4333579	Os03g0648300
osa:4333580	Os03g0648400; K09503 DnaJ homolog subfamily A member 2
osa:4333581	Os03g0648500
osa:4333582	Os03g0648900; K01081 5'-nucleotidase [EC:3.1.3.5]
osa:4333583	Os03g0649000
osa:4333584	Os03g0650000
osa:4333585	Os03g0650200
osa:4333586	Os03g0650400
osa:4333588	Os03g0650700; K14536 ribosome assembly protein 1 [EC:3.6.5.-]
osa:4333589	Os03g0650800
osa:4333590	Os03g0650900; K16275 E3 ubiquitin-protein ligase BAH [EC:6.3.2.19]
osa:4333591	Os03g0651000; K02435 aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
osa:4333592	Os03g0651100
osa:4333593	Os03g0651300
osa:4333594	Os03g0651700
osa:4333595	Os03g0651800
osa:4333597	Os03g0652000
osa:4333598	Os03g0652100; K12580 CCR4-NOT transcription complex subunit 3
osa:4333602	Os03g0654400
osa:4333603	Os03g0654500
osa:4333604	Os03g0654600; K13606 chlorophyll(ide) b reductase [EC:1.1.1.294]
osa:4333605	Os03g0654700
osa:4333607	Os03g0654900
osa:4333608	Os03g0655200; K08496 golgi SNAP receptor complex member 2
osa:4333609	Os03g0655300
osa:4333610	Os03g0655400
osa:4333611	Os03g0655500
osa:4333612	Os03g0655600
osa:4333613	Os03g0655700; K00052 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
osa:4333614	Os03g0656100
osa:4333615	Os03g0656500
osa:4333617	Os03g0656800
osa:4333618	Os03g0656900
osa:4333619	Os03g0657000; K03120 transcription initiation factor TFIID TATA-box-binding protein
osa:4333620	Os03g0657100
osa:4333621	Os03g0657400
osa:4333623	Os03g0658800
osa:4333624	Os03g0659200; K02639 ferredoxin
osa:4333625	Os03g0659300
osa:4333626	Os03g0659400; K10624 E3 ubiquitin-protein ligase RBBP6 [EC:6.3.2.19]
osa:4333627	Os03g0659700
osa:4333628	Os03g0659800
osa:4333629	Os03g0659900
osa:4333630	Os03g0660000
osa:4333631	Os03g0660700
osa:4333632	Os03g0661300; K07375 tubulin beta
osa:4333633	Os03g0661500
osa:4333634	Os03g0661600
osa:4333636	Os03g0661800
